"skill_id","user_id","relation_id","skill_name","skill_rate","skill_summery","skill_desc","rec_create","rec_update","skill_status"
71136,205880,187451,"FIre Warden ","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
71137,205880,187451,"Working With parents ","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
59687,174662,158778,"Effective presentation of data","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
59686,174662,158778,"Working as part of a team","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
72924,205881,187452,"Effective at leading groups and coaching others.","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
71509,205618,187215,"Happy","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
71220,206227,187764,"Using tills","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
71221,206227,187764,"Cashing up","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
59685,174662,158778,"Dealing with retail customers","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
54704,160550,145917,"care assistant","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
59694,174671,158787,"Communication","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
59693,174671,158787,"Punctuality ","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
59692,174671,158787,"Organisation","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
59691,174671,158787,"Radio Presenting","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
71135,205880,187451,"Child Protection","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
47734,141732,128790,"Counselling and Guidance Skills NVQ level 3","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
54847,141947,128998,"EXCELLENT ORGANISATIONAL ","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
47733,141732,128790,"Counselling Skills NVQ level 2","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
47727,141947,128998,"KNOWLEDGE OF DISPENSARY PROCESSES","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
54848,159380,144860,"Hard working and thrives in a challenging working environment","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
47729,141947,128998,"PARTICIPATES IN TRAINING AND PERFORMANCE APPRAISALS OF STAFF","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
47730,141947,128998,"EXTENSIVE KNOWLEDGE OF PHARMACY ASCRIBE SYSTEM ","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
47731,141947,128998,"EXTENSIVE KNOWLEDGE OF PHARMACY DISTRIBUTION AND PROCUREMENT PROCESSES","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
47735,141732,128790,"Youth Work Level 2","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
47736,141732,128790,"Play work NVQ level 2 ","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
47737,141732,128790,"Managing Play and Leadership Skills NVQ level 3","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
47738,141732,128790,"First Aid training ","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
47739,141732,128790,"Conflict Resolution","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
47740,141732,128790,"Teacher Training PGCE","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
47741,141732,128790,"Door Supervision Training ","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
54785,159380,144860,"Well organised with the ability to work under pressure and meet deadlines","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
54784,159380,144860,"Excellent communication skills - a \""people person\"" by nature","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
68432,195758,180197,"I am commited to safeguarding and promoting the welfare of children.","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
68431,195758,180197,"I am confident and able to work on my own initiative.","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
68430,195758,180197,"Greatly enjoy working with children.","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
68429,195758,180197,"I have a relaxed and fun attitude when talking to children.","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
68428,195758,180197,"Able to work as part of a team.","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
68427,195758,180197,"Excellent communication skills.","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
68421,197942,180176,"Mathematics ","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
68420,197942,180176,"Art","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
47759,142374,129383,"Communication","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
71919,208092,189463,"Deturmined","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
71920,208092,189463,"Public Speaking","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
54825,160780,146131,"Programing Languages","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
54824,160889,146234,"Full Driving license","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
54823,160889,146234,"Managerial experience of small teams","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
54822,160780,146131,"Engenering Programs","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
69944,202324,184190,"Good listener","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
69937,202309,184177,"Cash handling","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
69938,202309,184177,"Banking","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
70382,203875,185616,"Problem resolution.","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
69939,202309,184177,"Computer literate","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
70383,203875,185616,"Report development.","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
47775,142453,129458,"Use of Microsoft Office (Word, Excel, Powerpoint)","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
60789,142453,129458,"Retail","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
60790,142453,129458,"Key Maths","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
47777,142453,129458,"Customer Relations","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
47779,142453,129458,"Team Player","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
59759,174825,158930,"Photography","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
70038,202772,184604,"Advice on software/programs","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
54566,160301,145694,"First aid","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
69766,201883,183781,"enthusiatic","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
54567,160301,145694,"Fork lifting ","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
69897,202224,184104,"Good Memory","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
69840,201953,183849,"Adaptability","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
69841,201953,183849,"Assertiveness","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
69842,201953,183849,"Creativity","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
72760,198870,181032,"Initative","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
72759,208667,189997,"Fortran ","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
72757,198870,181032,"Communication ","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
71763,207622,189046,"honest","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
72758,208667,189997,"Solidworks","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
72210,208296,189653,"Excellent punctuality","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
48212,133388,121178,"Prioritising ","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
72207,208798,190120,"Quality Assurance Execution","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
72211,208296,189653,"Always achieve set targets wherever possible","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
72922,163974,149070,"Money handling","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
72206,208798,190120,"New Functionality Testing","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
72916,210117,191340,"Art ","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
72921,210460,191647,"tries my best at everything i do ","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
47821,142513,129511,"I HAVE GAINED A GREAT DEAL OF EXPERIENCE OVER THE LAST TEN YEARS OF BEING A STYLIST WHICH INCLUDE LOREAL COLOUR EXPERT (CONTEMPORARY) ART TEAM MEMBER SENIOR STYLE DIRECTOR.  I HAVE ADVANCED CUTTING AND COLOURING SKILLS WHICH ARE REQUIRED TO TRAIN A JUNIOR","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
71978,207909,189297," ofcom radio licence ","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
71979,208266,189623,"Excellent people skills","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
71980,208266,189623,"Meticulous and earnest approach to work","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
59990,175413,159466,"reliable","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
70525,204279,185981,"time manigment ","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
71997,207248,188701,"working to levells","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
54992,142687,129678,"Glazing","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
71975,208228,189589,"Team dynamics","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
60828,177696,161544,"CITB specialised plant and machinery operations","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
60827,177696,161544,"Gas distribution 1,2,3,5 (expired)","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
60825,177696,161544,"Power Grit saw","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
60826,177696,161544,"Electro and Butt fusion","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
60824,177696,161544,"First Aid ","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
60820,177696,161544,"Shea Water Passport","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
60821,177696,161544,"Shea Gas Passport","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
60822,177696,161544,"Abbrasive Wheels","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
47848,142622,129611,"rotas","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
47849,142622,129611,"careplanning","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
47850,142622,129611,"staff supervision","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
47851,142622,129611,"mdt liasing","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
60987,177394,161272,"Honest","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
60985,177394,161272,"People Person","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
60986,177394,161272,"Enthusiastic ","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
60983,177394,161272,"Initiative","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
60982,177394,161272,"Using initiative","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
60980,177394,161272,"Working on my own","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
60981,177394,161272,"Working in a team","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
60979,177394,161272,"Respectful","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
72217,208804,190126,"Maths","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
72227,208817,190140,"Able to dispatch goods and load vans","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
72218,208804,190126,"Science ","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
55051,136811,132973,"Skilled in microsoft office","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
55050,136811,132973,"Can drive left and right hand drive vehicles ","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
72180,208738,190067,"Able to manage large team of people","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
67145,194495,177014,"Motivation","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
67146,194495,177014,"Training","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
55049,136811,132973,"Can run call teams on development projects","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
55045,136811,132973,"Basic building maintenance skills","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
67148,194495,177014,"Sales","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
72235,208296,189653,"Full clean driving licence","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
71965,208168,189530,"Software Support","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
59021,171491,155874,"System management","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
70004,202540,184387,"Health and saftey knowledge","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
70003,202540,184387,"Good Teamwork","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
70001,202540,184387,"Good Communication ","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
70002,202540,184387,"Trustworthy","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
69856,197009,179302,"Talk easily with others ","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
69860,197009,179302,"An artist","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
69861,197009,179302,"Planning ","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
69862,197009,179302,"Look at different point of view","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
69863,197009,179302,"Self-motivated","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
54256,159516,144980,"Team Work","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
54257,159516,144980,"First Aid","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
54258,159516,144980,"Sport First Aid","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
54259,159516,144980,"Organisational","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
54260,159516,144980,"Communication","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
54261,159516,144980,"Hands-On Approach","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
54262,159516,144980,"Working under Pressure","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
54263,159516,144980,"Motorcycle Servicing","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
54264,159516,144980,"Comical","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
59020,171491,155874,"Dedicated","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
59017,171491,155874,"Calm","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
39070,86228,78248,"Filing","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
64893,188456,171424,"Confidence","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
64762,186371,169512,"Selection and interviewing","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
73289,180561,164184,"motivation","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
64871,187952,170948,"Self-awareness/confidence","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
69859,197009,179302,"Punctual","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
69858,197009,179302,"Dancer","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
69857,197009,179302,"Speak different language","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
71994,207248,188701,"managing staff","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
71993,207248,188701,"being able to work methodicly","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
71992,207248,188701,"plant operation","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
71922,208092,189463,"Animal Handeling","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
70017,202648,184490,"Able to work under pressure","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
71921,208092,189463,"Computers","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
39058,86228,78248,"Data input","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
70008,202596,184438,"Computing","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
67362,195025,177496,"Children Entertainment and Summer Camps organization","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
59766,174825,158930,"Communication","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
62228,181402,164964,"Flexibility","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
62227,181402,164964,"Problem Solving","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
72806,210035,191264,"CS41 Undertake sectional felling techniques","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
67713,195441,177884,"very good phone maner","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
62224,181402,164964,"Communication Skills","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
62234,181402,164964,"Listening Skills","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
67711,195441,177884,"organised","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
56462,165433,150398,"Team Player","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
56463,165433,150398,"Planner","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
56464,165433,150398,"Collaborator","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
56465,165433,150398,"Educationalist","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
56466,165433,150398,"Organiser","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
56467,165072,150082,"Contract management","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
56468,165072,150082,"Procurement","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
56469,165072,150082,"Project development","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
56470,165072,150082,"Audit and Inspection","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
72805,210035,191264,"CS39 Use a chainsaw from a rope and harness","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
60938,177995,161819,"Excellent Communical and interpersonal skills","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
64856,187952,170948,"Oral Communication","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
54721,160724,146084,"Good Communicator","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
54720,160724,146084,"Punctual","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
54719,160724,146084,"Fast Typist","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
54718,160724,146084,"Organised","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
54717,140804,146063,"10 years\' experience of organisation and planning to support organisational objectives","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
72479,209326,190606,"Customer service","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
72480,209326,190606,"Supervising","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
72478,209326,190606,"Team work ","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
72417,209176,190462,"Computer Maintenance ","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
72420,209176,190462,"Experience In Computer Building","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
71361,206414,187934,"good at communicating ","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
71358,206414,187934,"Hard worker","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
71359,206414,187934,"self motivated","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
69758,200125,182167,"Patient","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
69759,201883,183781,"reliable","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
58730,171100,155524,"Sage Accounts","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
58729,171100,155524,"Excel Expert","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
47978,139091,129408,"First Response First Aid Course","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
71360,206414,187934,"approachable","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
71357,206372,187902,"Communicating","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
54716,140804,146063,"Confident in communicating with staff at all levels","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
54715,140804,146063,"Computer literate (Advanced Excel and Intermediate Word)","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
72414,207486,188918,"Public relations","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
72412,207486,188918,"Leadership","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
72413,207486,188918,"Team building","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
72411,209145,190434,"Competent in varying fields of domestic gas installation","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
72410,209145,190434,"Can use various gas computerised devices","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
71500,205618,187215,"Patient","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
54783,159380,144860,"Enthusiastic team player but equally enjoys working alone","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
70909,205423,187035,"•the ability to work effectively within a multi-disciplinary team. ","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
59499,174138,158291,"Sports ","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
71065,205796,187373,"Health and Safety knowledge","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
72940,210490,191673,"Individual Worker","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
58757,172121,156448,"Microsoft word","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
71999,207248,188701,"footings","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
71870,207935,189322,"Ability to perform repetative tasks to a high standard","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
71869,207935,189322,"Reliability","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
71866,207935,189322,"Communication","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
71867,207935,189322,"Listening to instructions","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
71868,207935,189322,"Working on initiative","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
71325,205676,187269,"Multi-tasking","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
71326,205676,187269,"Mentoring","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
71327,205676,187269,"Planning/arranging events","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
71328,205676,187269,"Word, Power Point, Excel (PC)","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
71329,205676,187269,"iWork, Pages, Keynote (Mac)","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
71330,205676,187269,"Dedication","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
70009,202596,184438,"Communication","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
70010,202596,184438,"Telephone ","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
70011,202637,184477,"Communication","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
70012,202586,184429,"Dancer and Actress","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
54749,160487,145860,"Supervision","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
54750,160487,145860,"Reliable","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
58782,172121,156448,"Team Player","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
58789,172121,156448,"Computer Literate","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
58785,172121,156448,"Retail and Industrail Cleaning","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
58788,172121,156448,"PC Engineer","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
58781,172121,156448,"Fast Learner","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
71499,205618,187215,"Team Player","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
71498,205618,187215,"Deal with people, problems and situations with honesty and respect ","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
69839,201953,183849,"Determination","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
71066,205796,187373,"Creative thinking","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
72943,210369,191570,"Computer Literate","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
72941,210490,191673,"Multi Route Courier","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
64889,188456,171424,"Customer Interaction","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
64890,188456,171424,"reliability","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
67175,194545,177056,"Reception support","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
71976,208228,189589,"Negotiation ","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
71977,208228,189589,"Problem solving ","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
72242,208894,190210,"English","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
72243,208894,190210,"Drumming","Expert","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
72244,208894,190210,"Organisation","Intermediate","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
66072,191621,174343,"Electrical Skills in Installation ","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
72240,208858,190175,"Till trained","Beginner","","","0000-00-00 00:00:00","0000-00-00 00:00:00","N"
